SongID,Title,Duration,Hotness,Genre
SOIGKCB12A6310F113,A Rush Of Blood To The Head (Live In Sydney),410.8273,0.916053228284,rock
SOUVJAU12A58A7A14B,Decide,301.71383,0.352868133562,rock
SOHAHVO12AB017D096,LDN (Warbox Original Cut Dub),234.1873,0.53540837923,pop
SOPANEB12A8C13E81E,God Smack,230.60853,0.582921576451,rock
SOXSGQH12A8C1328B2,Time Will Tell,88.73751,0.537675628064,rock
SOJRFYT12A6D4F9972,I Cannot Believe It's True,316.39465,0.578301633597,pop
SOEDKCH12AB01860C6,Shifty Disco Girl,185.36444,0.34700692093,pop
SOUNAQQ12A6701EBA8,Autobahn (Live),531.61751,0.520412110054,rock
SOAVKMN12A58A7C691,Brillantin' Brutal',228.12689,0.485781602275,pop
SOPKIWR12AF72AAB2F,Here Comes The Big Parade,251.76771,0.53105019318,pop
SONWQGF12AB018719A,It's Bad For Me (Album Version),165.98159,0.37225120793,rock
SOSCFCE12AAF3B1DE5,Break The Ice,530.12853,0.607257279581,pop
SOKPTNB12A8151DFF5,What's Your Damage?,216.45016,0.373464227764,rock
SOVGSQX12A81C22AA5,Baby's First Christmas,147.17342,0.456080519824,pop
SOSOKDL12AF729F196,Baltimore Oriole (2004 Digital Remaster),238.602,0.541602502515,pop
SOJDROX12A58A7E969,Man In A Suitcase,137.45587,0.615454461554,rock
SOAQLNO12A8C136D80,Lust for life (recorded during the us tour in 1986),294.3473,0.573554543514,rock
SONTMSY12AB017B6E1,Rosalita (Come Out Tonight),591.62077,0.838095532425,rock
SOWGZFG12A8151AF41,Monsoon,264.82893,0.677482479432,rock
SOQDVVL12A8C134181,Joe Avery's Piece,192.07791,0.53105019318,pop
SOCLHYJ12AB01820D4,Shadrach (2009 Digital Remaster),248.13669,0.534503925707,rock
SOKRSWC12AB017D0E2,Suckin' On Suzie,367.49016,0.368455090652,rock
SOCFJZY12A8151CDB5,Up On That Cloud,213.34159,0.44793548048,rock
SOBTDFV12B0B80B789,Get It Together,245.7073,0.591628024008,rock
SOKNYLI12AB018846C,Makin' Believe,165.61587,0.380728239612,country
SOUHJSQ12A58A7BC4D,Preparation,101.8771,0.473700501297,rock
SOLVLUY12A58A7BD24,I've Got A Thing About You Baby (Album Version),162.0371,0.403509673363,country
SOPGXXV12AB0183709,Bullet Proof ... I Wish I Was (Acoustic),214.7522,0.675887011418,rock
SOARXSQ12A67020F78,Rocket,246.93506,0.64722472378,rock
SOPBCHO12A8AE4808C,Hawaii Blues (Album Version),185.44281,0.383140731021,country
SOQVVEE12AB01843C3,Tearing Everyone Down,175.25506,0.524378987515,rock
SOYEFDU12A6310F400,When Jesus Comes Calling For Me,166.24281,0.603876486918,country
SOEAMLK12AB017F3D2,This Is Where It Ends (Album Version),173.19138,0.794270768251,rock
SOAKNXU12A8C13E920,Baby (LP Version),190.06649,0.594627866944,pop
SOWZREF12A8C13810B,Fire,363.36281,0.543954417056,rock
SODTEMK12AF72A7210,A Simple Desultory Philippic (Or How I Was Robert McNamara'd Into Submission),138.70975,0.510324986101,rock
SOANXLR12A6D4F82BF,Rapture (Us Disco Version) (1999 Digital Remaster),431.75138,0.55141512027,pop
SOPIHMB12AC468E0DD,Ghost of the Ocean (Live),214.25587,0.479204557694,rock
SOSKQYI12A6D4F95E2,Man Man,283.71546,0.413772173138,pop
SOZERJS12AC9070FF3,Panama (Album Version),212.63628,0.579988982429,rock
SODICKC12AB0186806,Motorcycle girl,232.64608,0.359185992752,rock
SOZFGOG12A58A7F755,Ballad In Urgency,339.25179,0.536400010793,rock
SOAIEMM12AB017EC98,Locust Street (Album Version),254.74567,0.536400010793,rock
SOLTLEZ12AB01886B3,Pennies From Heaven,134.94812,0.623970265514,pop
SONARPL12CF5465254,Reuben James,167.00036,0.625428356113,country
SOFSDOM12AB01830F1,Grey Skies Turn Blue,183.97995,0.537675628064,rock
SOZKFHV12A6D4F996F,I'm Not Moving,154.93179,0.578301633597,pop
SOCPFDY12AB018300D,Antarctica Starts Here,199.96689,0.481655862412,rock
SOPAESK12A58A7BA11,Some Kind Of Zombie (Criscoteque Remix),279.97995,0.516234384084,rock
SOOAOFY12A8C13BDEB,Christmas All The Time (Acoustic),204.14649,0.371786733457,country
SOQXNQP12A8C134AD7,Trying To Get To Heaven,320.70485,0.633339908702,country
SOBDENU12CF5465247,Drones,181.57669,0.696161109836,rock
SOTGSMJ12A6D227171,Chatterbox,189.17832,0.549204383877,rock
SOBGZZO12A6701CD25,Keep The Circle Around,230.05995,0.398547535381,rock
SOQKBQI12AB0182711,3,465.47546,0.607257279581,pop
SONUOBX12A8C141070,Killer (Single Version),257.48853,0.58001318294,pop
SOENOQK12AB01864B9,One More Ride (Digitally Remastered),120.99873,0.735208877747,country
SOZAUAC12A8AE491A3,Polly,168.51546,0.66138292433799994,pop
SORKWDV12A8C13B43B,From Afar (Album Version),324.23138,0.579988982429,rock
SOHKLCA12A8C1414AB,Raise Your Hands,311.27465,0.71889145567,rock
SOSQIHH12A8C13370B,15 Step,237.21751,0.683658060202,rock
SOYCTRU12A6701DA91,Guilty Partner,288.02567,0.522047955192,rock
SOQUOUX12A8C14439E,Reprise: Tú mi delirio - Guajira - Si te contara - El manisero,375.03955,0.514513276947,pop
SOUVEIY12A8C12FCF3,Playboy,323.18649,0.443930192726,rock
SOAMBKN12A8C137A71,Wishlist,235.25832,0.607971809563,rock
SOEKSGJ12A67AE227E,Crawling (Album Version),208.95302,0.79114300239,rock
SOGKAHR12A6701F979,Doubt,67.76118,0.578993548664,pop
SORCKNW12A8C142B3F,Right To Work,200.59383,0.352868133562,rock
SOZTFAZ12A8AE46630,Maybe,246.72608,0.559925868569,rock
SOCFLRU12AB018B0E2,Al Final,297.63873,0.435144671678,pop
SOHNNXG12AB0187669,Help Me Make It Through the Night,172.09424,0.38934175191,country
SOFELMB12A8AE48525,A Boy Named Sue,216.81587,0.735208877747,country
SOQBGKC12AB0184F05,Nunca Sabras,229.14567,0.435144671678,pop
SOAUFFQ12A8C134623,Patterns,182.56934,0.510324986101,rock
SONSHOY12A8C13E81D,Round and Round ( LP Version ),235.78077,0.594627866944,pop
SOOFUMT12A8C133296,We March To The Beat Of Indifferent Drum,158.11873,0.554291489013,rock
SOZRLED12AC9070F7D,All The Fools It Sees,302.31465,0.294053193399,rock
SOTPHGF12A8C142844,No You Girls,428.45995,0.571376561591,pop
SOAAEHR12A6D4FB060,Slaves & Bulldozers,415.81669,0.545789126217,rock
SOVGRXC12A6D4F94A8,Against My Will (LP Version),205.13914,0.566912407282,country
SOHASMZ12A8AE48671,Erased,280.00608,0.621085212055,pop
SOQLJBF12A8C13942A,Caught In A Dream (Album Version),189.90975,0.607792751463,rock
SOMUMTW12A6701C7B8,Cryin',308.76689,0.610731462904,rock
SOGTRVF12A8C1363B5,I'm Thinking Tonight Of My Blue Eyes,171.80689,0.603876486918,country
SOPDFZR12AB018875F,Breakin' Dishes,199.6273,0.908202619208,pop
SOKXYUW12A8C140229,Check On It,211.17342,0.612067268298,pop
SOJHYOF12A8C131DDE,Nothing But Sky [Outro] (Album Version),62.27546,0.381715678274,pop
SOFIORO12A6701E97A,Aneurysm,271.69914,0.66138292433799994,pop
SOAVAUP12AB0181301,King Of Pain,318.01424,0.615454461554,rock
SOCRHCQ12A58A7C8C6,Christlike Roche,338.33751,0.37225120793,rock
SORXUZZ12A8AE4798A,I Want Love (Tween You & Me) (Album Version),162.53342,0.403509673363,country
SOGQTRZ12A8C13C8B0,I Can't Stop Loving You,261.95546,0.628246419191,country
SOYCTBG12A8C144341,Until You Love Someone,165.66812,0.623970265514,pop
SOLEYPL12A6D4F83CE,Snowball,190.24934,0.373464227764,rock
SOHTWLT12A8C13CFE1,Inside Job,428.56444,0.607971809563,rock
SOEMLQO12AB01808B6,Will You Love Me Tomorrow,159.76444,0.379137555625,pop
SOHUOAP12A8AE488E9,Floating,491.12771,0.44793548048,rock
SOKIGWD12A6701DE9D,The Frail,168.56771,0.598458500982,rock
SOXZLDX12A58A7CE52,Kick Out The Jams,201.56036,0.589086799818,rock
SOSKUNI12AB0187F12,Amber Changing,218.8273,0.625080480974,rock
SOLRYQR12A670215BF,Panama (Remastered Album Version),209.29261,0.579988982429,rock
SOSBDSF12AB0189007,Entre Caníbales,246.69995,0.466826992527,rock
SOPIKEG12A58291636,Stickin In My Eye,144.50893,0.554291489013,rock
SONQBUB12A6D4F8ED0,Angie (1993 Digital Remaster),271.49016,0.735765692951,country
SOGKIWV12A6D4F86C4,Human Being,344.05832,0.479308459338,rock
SOGNQWU12A8AE4868F,Tous Les Garçons Et Les Filles,207.0722,0.523699077765,pop
SODHVES12A6701CE6B,Driving Home For Christmas,241.162,0.500691340913,rock
SOLGHDZ12AB0183B11,Wicker Chair,187.92444,0.788805935162,rock
SOVOLGY12A6D4F822B,Movement 4 [from Kiss] (Album Version),228.46649,0.481655862412,rock
SOEVGMZ12A8C1421B5,Letter To Heaven,155.21914,0.603876486918,country
SOJHKYL12A6D4FA0AC,What Are We Here For,345.93914,0.467110648585,rock
SOMKMPB12A8C1447D0,God Save the Queen (Live),216.60689,0.549204383877,rock
SOFOGMR12A8C140FFF,Poor Tom (Album Version),182.09914,0.63441238493,rock
SOCHRXB12A8AE48069,Let's Get It Started,229.61587,1.00594196595,pop
SOKLLOH12A67020F2C,I Never Came,288.41751,0.552413345517,rock
SOMQAGT12A8C132DB4,You Can Still Be Free,118.33424,0.538070295124,pop
SOKBBXO12A6701DEA0,Metal,426.89261,0.598458500982,rock
SODDZAD12A6701DC4C,Commercial Reign,283.76771,0.398547535381,rock
SOZWHVZ12A6D4F90E7,Kite Live from Sydney,485.19791,0.750311503248,rock
SOFBQIA12AB0182219,Te Hacen Falta Vitaminas,225.12281,0.466826992527,rock
SOJEVZW12A8C133988,Waiting,416.80934,0.507965802159,rock
SODOLVO12B0B80B2F4,Hell,117.002,0.550762084656,rock
SOIKIJC12AC3DFB3D2,Have Yourself A Merry Little Christmas,133.27628,0.453435791193,country
SOFJNQR12A6D4FAE92,U Killed It,264.69832,0.53540837923,pop
SORKRKK12A8C13C12F,Spanish Shuffle (Album Version),226.82077,0.316692161547,pop
SOVRJYX12AB01844E1,Terapia De Amor Intensiva,340.29669,0.466826992527,rock
SODWXQV12A6310F10D,English Summer Rain,241.52771,0.586433378718,rock
SORRZGD12A6310DBC3,Harajuku Girls,290.55955,0.532803541797,pop
SOWEMDM12AC3DFA56B,So Hot,81.97179,0.34700692093,pop
SORZHIP12A8C13EEB8,Everchanging,260.8322,0.625080480974,rock
SOPILLC12A81C1FA01,Crying Time,188.70812,0.365931468985,country
SOTETIO12A8151CA26,Citizen Of The Planet,194.35057,0.510324986101,rock
SOSHODS12A6D4F79BC,When The World Is Running Down_ You Make The Best Of What's Still Around,216.42404,0.642655961125,rock
SODPLYE12AB01898FB,A New Hope,225.12281,0.582346373958,rock
SOUJNFK12AB0186B86,This Is NOT a Crass Song,359.6273,0.524378987515,rock
SOPVXLX12A8C1402D5,Larger Than Life,236.25098,0.592614927352,pop
SOXILUQ12A58A7C72A,Jenny Take a Ride,207.43791,0.294053193399,rock
SOCOICY12A8C140D18,Knocked Up,466.65098,0.788805935162,rock
SODQWRC12A8C13D19B,Hear Me Lord (2001 Digital Remaster),359.73179,0.541602502515,pop
SOHSGTX12A67020685,Don't Let Go,180.97587,0.776167742324,rock
SOJWZGJ12A670203B7,Old Times Sake,290.97751,0.542502096105,country
SOJBWGF12A8159E883,Eleanor Put Your Boots On,195.13424,0.583022291408,pop
SOWOHNT12A6D4F60EA,(I Heard That) Lonesome Whistle,163.52608,0.469425907976,pop
SOWQROJ12A8AE47400,Wake Me Up When September Ends (Live at Foxboro_ MA 9/3/05),340.79302,0.812307796139,pop
SOZBOLJ12AB018B0EC,Volcán,352.67873,0.435144671678,pop
SOABLAF12AB018E1D9,Lesson Learned,256.522,0.582921576451,rock
SOCLAYI12A6310F138,Slave To The Wage,246.96118,0.586433378718,rock
SOGAUIQ12A6D4F8262,Hit The Lights,252.3424,0.780334119573,rock
SOYEPDE12A67ADCF1B,There Will Come A Day (Album Version),253.1522,0.670106172837,country
SOIASMV12AB0182DC0,Just One Of Those Things,210.96444,0.480575192777,pop
SOBVERW12AAF3B56C0,Silent Night_ Holy Night! (Album Version),189.67465,0.670106172837,country
SOIJYGX12AB0185610,Fortune Teller,116.92363,0.735765692951,country
SOTNWCI12AAF3B2028,The Way I Loved You,245.36771,0.922412443366,country
SOPPCXM12A6D4F66BC,Vogue [Live],330.94485,0.665576619159,pop
SOYLCKM12A8C1346FF,This Guitar Says Sorry,153.88689,0.529195922281,rock
SOXHMJM12A58A7A33A,Dance Into The Light (LP Version),262.00771,0.578301633597,pop
SOCSZBL12CF530E5B0,Intro / Time For Some Action,222.6673,0.411295232392,rock
SOZQJSC12A58A7F42F,Going Down,188.18567,0.561830537939,rock
SOCIUEE12A6D4F95D1,Dolorosa (Live),339.80036,0.343844499414,pop
SOGXGUK12A6D4FC1B4,A Man Can Only Stand Just So Much Pain (Bonus Track),152.842,0.403509673363,country
SOUCKDH12A8C138FF5,Don't Panic,139.12771,0.916053228284,rock
SOBJUKG12A58A7DCA8,Two Hearts,204.19873,0.578301633597,pop
SOXCQIQ12AB017D8DB,When A Man Is Wrong (Album Version),258.63791,0.58001318294,pop
SOSRXYE12A8C13E41A,Exodus,204.82567,0.514513276947,pop
SOCUBIC12A8AE45AF0,Lose This Skin,308.50567,0.601186059455,rock
SOIOOWC12CF530D524,It's All Wrong_ But It's All Right,193.54077,0.603876486918,country
SOPSYTV12AB01807DB,"Slave To Love (7"" Version) (2009 Digital Remaster)",240.03873,0.561830537939,rock
SOLWTDG12A6701E978,School,160.33914,0.66138292433799994,pop
SOPXSEX12A670204A0,That's What You Said  (LP Version),260.96281,0.578301633597,pop
SOUXPPN12CF530E5EB,Light Of A Clear Blue Morning,294.24281,0.603876486918,country
SOAOPVN12AAF3B1856,SOS,244.50567,0.908202619208,pop
SOCYUZL12A6701FA23,Bedtime Story (Album Version),248.55465,0.665576619159,pop
SOYBRXG12A58A776D6,The American Ruse (LP Version),149.96853,0.451466060363,rock
SOIAUJN12A6D4F79BE,Voices Inside My Head,233.45587,0.615454461554,rock
SODBXDN12AB018194E,Endless Flight,276.21832,0.406626217422,rock
SONSDBD12A8C13CC4B,Dying to Know (Album Version),185.5473,0.512229189391,rock
SODXQTB12A8C13F0F7,Lullaby,351.84281,0.57690228099,country
SOYGWDD12A8AE47F23,Stranded In The Jungle,245.68118,0.479308459338,rock
SOWYVEO12AB017FBDB,Al Munda Dios Amo (LP Version),306.65098,0.381715678274,pop
SOLQLCA12AB0188BBD,Hear My Train A Comin',449.74975,0.587869152218,rock
SOBVLUP12A8C140311,Meet Me In The Bathroom,177.18812,0.591744738546,rock
SOBPBKU12A6701E5CF,Anyway_ Anyhow_ Anywhere,169.66485,0.587039629966,rock
SOCHFDP12A6D4FAED8,Uniform (Scripka Mix),230.5824,0.398547535381,rock
SOBMWXO12A8C132120,Simple Twist Of Fate,257.61914,0.633339908702,country
SOGZAAR12AB01849A4,Sin,242.96444,0.598458500982,rock
SOBPMZI12A8C140B04,Stormy Weather,196.04853,0.514513276947,pop
SOVTOZI12A8C13710B,Loving You Too Long,173.50485,0.529195922281,rock
SOSJEIO12A58A7A674,On Independence Day,171.59791,0.524378987515,rock
SOAKODQ12A58A7B461,Moss Garden (1999 Digital Remaster),305.05751,0.57492142334,pop
SORNVVT12AF72A0C39,Intro 2/ Kick Out The Jams (LP Version),172.30322,0.451466060363,rock
SODRUMU12AC96182E9,The Burden of Hope,113.21424,0.575501205145,rock
SOVVDVO12A8C14215D,We Ride,237.87057,0.908202619208,pop
SOMOUQV12A6701CD7B,Real Love,249.62567,0.64722472378,rock
SOEDYBF12AF72A3AFF,Flaming Red,134.05995,0.514523378441,country
SORAETJ12A58A7DAA3,(I'm So) Afraid Of Losing You Again,188.02893,0.38934175191,country
SOYKAIZ12A6D4F97B2,Duck And Run,278.90893,0.608849018571,rock
SOQEYPY12AC3DF9E55,Rollercoasting,174.602,0.34700692093,pop
SOPWWMT12A8C13811D,The Attitude Song,693.57669,0.543954417056,rock
SOQIVDD12AB018A979,We Sleep Forever [Live],281.46893,0.500459150659,rock
SOSHUVD12A6701F8F9,Speed Of Sound (Live),285.04771,0.916053228284,rock
SOUHRVJ12A6D4FADD7,Four,287.52934,0.382229489562,pop
SOQFITU12AB01832C8,One More Chance,166.26893,0.537799608198,rock
SOQAQJG12A67020725,Elektro Kardiogramm (Live),283.24526,0.520412110054,rock
SOQOXXW12AF729F20B,On My Own,235.10159,1.00594196595,pop
SOBJLED12A8C14108C,Whirlpool [Live],279.74485,0.58001318294,pop
SOMRBBO12A8C13F67B,This House Is Haunted,210.54649,0.607792751463,rock
SOULXLO12AB018379D,Killing Machine,140.40771,0.500459150659,rock
SOFXFXN12AB01827D6,Angel Food,383.29424,0.543954417056,rock
SOKJBKQ12A8C143666,Memorabilia,441.96526,0.598458500982,rock
SOMCPKY12AB0184197,Girl From A Pawnshop,404.58404,0.536400010793,rock
SODJUSQ12A8AE486C6,Missionary Man,269.94893,0.523699077765,pop
SORLLRN12A58A7F1EE,Be With You,260.20526,0.612067268298,pop
SOGMESY12A67020F25,This Lullaby,82.85995,0.552413345517,rock
SOHRKRG12A6310F103,Where Is My Mind (XFM Live Version),223.92118,0.586433378718,rock
SOJUORK12A8C143BE5,Looking At You (Cody High School),413.33506,0.451466060363,rock
SOVFDZT12A8C140710,Razor,287.99955,0.550762084656,rock
SODNQJO12A6310F970,Dance Hall Days,234.762,0.441366585343,pop
SOPRNQZ12A58A7B8E5,Spaz's House Destruction Party,184.05832,0.524378987515,rock
SOPMFLZ12A6D4F9D3A,Mai [Live],282.85342,0.755149913058,pop
SOGDLTS12A8C135A9B,Sickman,329.37751,0.582921576451,rock
